Time,VCC1_VOLTAGE,CONTROLLER_TEMPERATURE,VCC2_CURRENT,VCC1_CURRENT,VCC2_VOLTAGE,VCC3_CURRENT,VCC3_VOLTAGE,BATTERY2_VOLTAGE,SUN_X,SUN_Z,BATTERY2_CURRENT,BATTERY1_CURRENT,BATTERY_TEMPERATURE,BATTERY1_VOLTAGE
01/19/22 12:12:00AM,2.1,4.06,170,146,2.172,1,1.956,4.392,0,0,0,132,3.43,0.018,2100,4.06,170,146,2172,1,1956,4.392,0,0,0,132,3.43,0.018
01/19/22 01:08:00AM,0.012,4.18,0,0,0.012,1,0.012,4.356,0,0,0,-213,-5.68,3.834,12,4.18,0,0,12,1,12,4.356,0,0,0,-213,-5.68,3.834
01/19/22 01:45:00AM,2.064,3.81,145,86,2.184,1,1.908,4.41,0,0,0,-40,2.43,4.572
01/19/22 02:40:00AM,0,5.93,0,0,0,1,0.012,4.356,0,0,0,-215,-3.18,3.852
01/19/22 02:42:00AM,0.024,5,0,0,0.024,1,0.024,4.356,0,0,0,-215,-4.56,3.852
01/19/22 03:16:00AM,1.86,1.25,96,38,1.884,1,1.716,4.374,0,0,0,-120,-0.62,4.464
01/19/22 04:16:00AM,0.012,5.81,0,0,0.012,1,0.012,4.356,0,0,0,-213,-3.43,3.87
01/19/22 05:49:00AM,0.036,6.5,0,0,0.036,1,0.048,4.356,0,0,0,-216,-2.5,3.87
01/19/22 05:51:00AM,0.012,5.43,0,0,0.012,1,0.012,4.356,0,0,0,-215,-4.12,3.852
01/19/22 06:16:00AM,2.148,-3.5,133,270,2.184,1,2.124,4.464,0,0,0,326,-7.56,0.378
01/19/22 07:48:00AM,2.376,-5.43,208,305,2.52,1,2.22,4.428,0,0,0,285,-9.5,0.126
01/19/22 07:52:00AM,2.04,-3.62,177,33,2.136,1,1.764,4.374,0,0,0,12,-6.93,0
01/19/22 09:22:00AM,2.556,-6.5,215,391,2.58,1,1.896,4.32,0,0,0,108,-10.75,0.018
01/19/22 09:23:00AM,1.668,-5.5,132,16,2.196,1,1.92,4.374,0,0,0,-56,-9.56,4.572
01/19/22 09:26:00AM,2.076,-4.12,308,17,2.268,1,1.908,4.392,0,0,0,77,-7.68,0
01/19/22 09:27:00AM,1.908,-3.75,98,23,1.992,1,1.704,4.356,0,0,0,-88,-7.06,4.518
01/19/22 10:19:00AM,0.012,11.81,0,0,0.012,1,0.012,4.356,0,0,0,-55,11,4.266
01/19/22 11:00:00AM,2.028,-4.62,161,252,2.196,1,1.944,4.374,0,0,0,75,-8.12,0.072
01/19/22 11:04:00AM,1.884,-2.81,88,72,2.076,1,1.98,4.428,0,0,0,18,-5.56,0.108
01/19/22 11:53:00AM,0.3,12.56,0,0,0.24,1,0.192,4.356,0,0,0,-55,12.5,4.302
01/19/22 03:49:00PM,2.004,-3.62,108,43,2.124,1,1.908,4.356,0,0,0,-98,-7,0,2.304,-3.25,143,208,2.256,1,1.908,4.41,0,0,0,196,-6.37,0.144
01/19/22 03:53:00PM,1.992,-1.43,50,121,1.872,1,1.632,4.356,0,0,0,-160,-3.93,4.41
01/19/22 03:54:00PM,1.932,-0.81,110,45,2.028,1,1.824,4.374,0,0,0,-81,-3.12,4.482
01/19/22 07:00:00PM,1.968,-4.75,71,93,2.016,1,1.896,4.356,0,0,0,-136,-7.06,4.572
01/19/22 08:10:00PM,0,4.37,0,0,0,1,0.012,4.338,0,0,0,-215,-5.37,3.834,0.012,4.31,0,0,0.012,1,0.012,4.338,0,0,0,-213,-5.43,3.834
01/19/22 09:42:00PM,0,5.68,0,0,0,1,0,4.338,0,0,0,-215,-3.5,3.852
01/19/22 09:46:00PM,0.012,4,0,0,0,1,0,4.338,0,0,0,-213,-5.81,3.834
01/19/22 11:18:00PM,0,5.62,0,0,0,1,0,4.338,0,0,0,-216,-3.5,3.852
01/20/22 01:42:00AM,2.064,6.87,47,588,2.388,1,2.184,4.41,0,0,0,308,6.62,0.198
01/20/22 02:11:00AM,0.048,11.5,0,0,0.024,1,0.024,4.356,0,0,0,-55,10.62,4.266
01/20/22 02:27:00AM,0,5.62,0,0,0.012,1,0,4.338,0,0,0,-215,-3.56,3.834
01/20/22 03:07:00AM,1.98,0.18,83,117,1.944,1,1.74,4.374,0,0,0,-81,0.25,4.446
01/20/22 04:03:00AM,0.012,5.75,0,0,0.012,1,0.012,4.338,0,0,0,-213,-3.31,3.834
01/20/22 04:38:00AM,2.16,-0.75,153,235,2.088,1,1.776,4.392,0,0,0,-25,-1.68,4.41
01/20/22 07:39:00AM,2.46,-5.5,182,266,2.52,1,2.244,4.428,0,0,0,213,-7.93,0.216
01/20/22 09:13:00AM,2.34,-5.18,182,225,2.472,1,2.172,4.428,0,0,0,162,-8.56,0.126
01/20/22 09:16:00AM,1.896,-3.75,176,3,2.088,1,1.836,4.374,0,0,0,-65,-6.62,4.518
01/20/22 09:17:00AM,2.028,-3.31,92,73,2.076,1,1.764,4.392,0,0,0,-62,-6,4.59
01/20/22 09:20:00AM,2.088,-1.43,106,131,2.04,1,1.776,4.374,0,0,0,-67,-3.62,4.518
01/20/22 10:48:00AM,2.028,-4.87,185,17,2.136,1,1.884,4.392,0,0,0,6,-8.37,4.59
01/20/22 10:51:00AM,2.04,-3.43,116,55,2.076,1,1.86,4.374,0,0,0,-77,-6.43,4.536
01/20/22 10:52:00AM,2.04,-3.06,118,45,2.1,1,1.716,4.374,0,0,0,15,-5.87,4.554
01/20/22 03:00:00PM,0.012,9.56,0,0,0.012,1,0.012,4.356,0,0,0,-218,3.87,3.906
01/20/22 03:03:00PM,0,8.81,0,0,0,1,0,4.356,0,0,0,-217,1.87,3.888
01/20/22 03:37:00PM,2.484,-3.43,115,287,2.16,1,1.812,4.392,0,0,0,240,-6.43,0.18
01/20/22 03:40:00PM,2.052,-1.62,118,97,2.1,1,1.812,4.374,0,0,0,-48,-4,4.5
01/20/22 05:12:00PM,2.124,-3.68,155,103,2.052,1,1.872,4.374,0,0,0,30,-6.68,0.018
01/20/22 06:49:00PM,2.208,-3.25,121,180,2.172,1,1.728,4.392,0,0,0,18,-5.37,4.59
01/20/22 10:19:00PM,1.98,7.37,156,57,2.052,1,1.788,4.356,0,0,0,-61,6.25,4.482
01/20/22 11:53:00PM,1.872,7.37,236,91,2.052,1,1.788,4.41,0,0,0,373,6.31,0.162
01/21/22 09:05:00AM,2.184,-6.62,31,608,2.484,1,2.316,4.41,0,0,0,442,-7.37,0.36
01/21/22 10:38:00AM,2.136,-7.62,132,226,2.316,1,2.34,4.356,0,0,0,248,-8.62,0.36
01/21/22 10:40:00AM,2.04,-6.43,117,86,2.16,1,1.896,4.374,0,0,0,-75,-7.37,4.536
01/21/22 10:43:00AM,2.376,-4.62,191,272,2.316,1,2.016,4.392,0,0,0,231,-5.37,0.09
01/21/22 02:40:00PM,0.204,12.37,0,0,0.204,1,0.24,4.356,0,0,0,-55,11.87,4.266
01/21/22 02:41:00PM,0.024,11.87,0,0,0.024,1,0.012,4.356,0,0,0,-55,10.93,4.23
01/21/22 03:28:00PM,2.304,-4.12,145,203,2.268,1,2.004,4.392,0,0,0,122,-5.37,0.09
01/21/22 03:29:00PM,1.992,-3.62,178,35,2.1,1,1.668,4.374,0,0,0,7,-4.75,4.536
01/21/22 05:04:00PM,2.064,-3.68,43,425,2.388,1,2.184,4.428,0,0,0,158,-5,0.198
01/21/22 11:38:00PM,1.872,4.5,141,47,2.052,1,1.776,4.374,0,0,0,-58,3.81,4.428
01/22 /22 02:44:00AM,1.92,1.25,102,73,1.992,1,1.74,4.392,0,0,0,-60,1.12,4.446
01/22 /22 02:45:00AM,2.184,2,191,183,2.184,1,1.8,4.428,0,0,0,117,1.87,4.59
01/22 /22 08:50:00AM,2.076,-7.18,130,108,2.244,1,1.872,4.32,0,0,0,-162,-8.81,4.59
01/22 /22 08:52:00AM,2.1,-6,135,53,2.22,1,1.956,4.41,0,0,0,-58,-7.62,0.018
01/22 /22 10:25:00AM,2.016,-6.81,158,6,2.184,1,2.04,4.356,0,0,0,-3,-8.62,0.144
01/22 /22 10:27:00AM,2.016,-5.62,213,15,2.196,1,1.92,4.41,0,0,0,-12,-7.43,0
01/22 /22 10:30:00AM,2.016,-3.87,40,338,2.304,1,2.136,4.428,0,0,0,70,-5.37,0.144
01/22 /22 11:18:00AM,0.132,12.12,0,0,0.048,1,0.072,4.392,0,0,0,-55,11.43,4.248
01/22 /22 02:30:00PM,0.012,11.5,0,0,0,1,0,4.392,0,0,0,-55,10.12,4.23
01/22 /22 02:36:00PM,0,9.37,0,0,0,1,0,4.374,0,0,0,-217,3.31,3.906
01/22 /22 03:13:00PM,2.268,-7.25,148,182,2.316,1,1.908,4.338,0,0,0,-28,-8.06,0.018
01/22 /22 04:48:00PM,1.812,-5.93,166,13,2.184,1,1.92,4.41,0,0,0,-21,-7.75,0
01/22 /22 09:55:00PM,1.884,6.31,125,46,1.968,1,1.656,4.41,0,0,0,-6,6,4.482
01/22 /22 11:29:00PM,1.872,5.06,90,41,1.836,1,1.728,4.41,0,0,0,1,4.87,4.41
01/22 /22 11:31:00PM,2.028,6.12,115,125,2.04,1,1.752,4.428,0,0,0,-77,5.81,4.446
01/23/22 01:36:00AM,0,11.37,0,0,0,1,0,4.41,0,0,0,-55,10,4.23
01/23/22 02:25:00AM,2.052,-4.31,66,91,2.1,1,1.944,4.41,0,0,0,-127,-4,0.036
01/23/22 02:34:00AM,1.932,0.93,262,30,1.92,1,1.764,4.41,0,0,0,40,1.37,0
01/23/22 02:35:00AM,2.172,1.62,88,208,1.956,1,1.716,4.428,0,0,0,123,2.06,4.554
01/23/22 10:15:00AM,2.28,-6.25,145,190,2.268,1,1.98,4.392,0,0,0,38,-7.68,0.054
01/23/22 10:17:00AM,2.304,-4.87,162,196,2.208,1,1.98,4.446,0,0,0,50,-6,0.072
01/23/22 10:20:00AM,2.184,-3.06,156,133,2.208,1,1.98,4.446,0,0,0,71,-4,4.59
01/23/22 02:17:00PM,0.012,11.87,0,0,0.012,1,0.012,4.41,0,0,0,-55,10.62,4.212
01/23/22 02:18:00PM,0,11.31,0,0,0,1,0,4.41,0,0,0,-55,9.5,4.194
01/23/22 03:00:00PM,2.064,-7.06,171,88,2.172,1,2.016,4.374,0,0,0,-22,-9.25,4.536
01/23/22 03:07:00PM,2.04,-2.25,177,31,2.052,1,1.872,4.428,0,0,0,77,-3.31,4.572
01/23/22 03:10:00PM,2.088,-0.62,140,145,2.112,1,1.788,4.428,0,0,0,-8,-1.5,4.5
01/23/22 04:39:00PM,2.136,-3.31,146,187,2.136,1,1.872,4.428,0,0,0,90,-5,4.536
01/23/22 06:14:00PM,1.8,-4.37,47,20,1.956,1,1.812,4.392,0,0,0,341,-6,0.18
01/23/22 06:15:00PM,2.1,-3.87,140,158,2.124,1,1.944,4.428,0,0,0,-12,-5.37,4.5
01/23/22 07:20:00PM,0,5.5,0,0,0,1,0,4.374,0,0,0,-215,-3.75,3.852
01/23/22 08:55:00PM,0,5.62,0,0,0,1,0,4.374,0,0,0,-215,-3.56,3.852
01/23/22 11:16:00PM,2.016,7.06,173,117,2.124,1,1.788,4.428,0,0,0,116,5.68,4.518
01/23/22 11:17:00PM,1.932,7.62,50,112,1.836,1,1.5,4.41,0,0,0,-43,6.31,4.41
01/23/22 11:21:00PM,1.98,9.31,97,108,1.944,1,1.692,4.41,0,0,0,55,8,4.518
01/24/22 01:24:00AM,0,11.87,0,0,0,1,0.012,4.41,0,0,0,-55,10.81,4.23
01/24/22 02:13:00AM,1.992,-2.31,143,58,2.124,1,1.836,4.428,0,0,0,-63,-3.37,4.518
01/24/22 03:43:00AM,2.16,-6.81,135,126,2.208,1,2.064,4.392,0,0,0,-58,-7.87,4.572
01/24/22 08:27:00AM,2.088,-6.68,180,107,2.28,1,1.992,4.374,0,0,0,210,-8.18,0.27
01/24/22 10:02:00AM,2.04,-6.62,181,28,2.244,1,1.992,4.374,0,0,0,111,-8.37,0.18
01/24/22 10:04:00AM,2.208,-5.25,140,171,2.22,1,1.968,4.446,0,0,0,86,-6.68,0.036
01/24/22 10:54:00AM,0.228,12.43,0,0,0.228,1,0.192,4.41,0,0,0,-56,12,4.248
01/24/22 12:30:00PM,0.024,12,0,0,0.012,1,0.024,4.41,0,0,0,-55,11.12,4.23
01/24/22 04:29:00PM,2.22,-2.93,137,175,2.196,1,1.944,4.428,0,0,0,73,-3.87,0.018
01/24/22 06:03:00PM,2.088,-2.62,146,145,2.064,1,1.848,4.41,0,0,0,6,-4.43,4.554
01/25/22 08:14:00AM,1.98,-6.56,123,30,2.1,1,1.92,4.374,0,0,0,-12,-8.62,0.054
01/25/22 08:20:00AM,2.028,-3,101,97,2.076,1,1.92,4.446,0,0,0,12,-4.12,0
01/25/22 09:50:00AM,2.184,-5.62,147,155,2.34,1,2.064,4.446,0,0,0,27,-7.87,0.072
01/25/22 09:53:00AM,2.16,-3.87,131,143,2.16,1,1.908,4.428,0,0,0,17,-5.68,0
01/25/22 11:23:00AM,2.112,-7,68,207,2.172,1,1.992,4.374,0,0,0,217,-10,0.252
01/25/22 11:24:00AM,2.1,-5.75,167,46,2.244,1,1.968,4.428,0,0,0,-66,-8.31,0.054
01/25/22 11:28:00AM,2.1,-4.12,126,117,2.112,1,1.896,4.428,0,0,0,-23,-6.25,0,2.16,-3.62,145,138,2.208,1,1.908,4.41,0,0,0,27,-5.62,0.036
01/27/22 09:21:00AM,1.896,-5.68,201,32,2.124,1,1.944,4.374,0,0,0,-18,-10,4.554
01/27/22 09:27:00AM,1.98,-2.75,185,40,2.124,1,1.932,4.428,0,0,0,17,-5.56,4.554
01/27/22 09:29:00AM,2.088,-1.68,182,133,2.172,1,1.992,4.428,0,0,0,8,-4.18,0
01/27/22 11:01:00AM,2.28,-5.31,172,178,2.184,1,1.98,4.41,0,0,0,70,-7.37,0.09
01/27/22 11:04:00AM,2.196,-3.62,142,143,2.196,1,1.92,4.41,0,0,0,256,-5.25,0.162
01/27/22 03:48:00PM,1.956,-2.93,180,15,2.136,1,1.836,4.392,0,0,0,-23,-5.56,4.59
01/27/22 03:50:00PM,1.944,-1.93,180,58,2.076,1,1.788,4.41,0,0,0,-68,-4.12,4.482
01/27/22 03:53:00PM,1.908,-0.5,192,108,2.028,1,1.776,4.41,0,0,0,-57,-2.25,4.482
01/27/22 05:24:00PM,1.932,-3.37,132,20,2.028,1,1.764,4.392,0,0,0,-43,-5.56,4.536
01/27/22 06:38:00PM,0,0.62,0,0,0,1,0,4.32,0,0,0,-213,-8.31,3.816
01/27/22 07:00:00PM,2.1,-3.43,72,292,2.244,1,2.004,4.392,0,0,0,201,-5.06,0.198
01/28/22 05:39:00AM,0,5.56,0,0,0,1,0,4.32,0,0,0,-216,-3.62,3.87
01/28/22 07:39:00AM,2.064,-4.25,202,101,2.136,1,1.848,4.356,0,0,0,66,-7.18,4.554
01/28/22 09:11:00AM,2.136,-6.56,232,148,2.22,1,1.824,4.32,0,0,0,182,-9.68,0.036
01/28/22 09:13:00AM,2.112,-5.37,166,153,2.124,1,1.908,4.356,0,0,0,62,-8.06,4.572
01/28/22 09:16:00AM,1.932,-3.25,138,111,2.076,1,1.848,4.356,0,0,0,97,-5.31,4.59,1.98,-3.68,152,55,2.064,1,1.836,4.338,0,0,0,203,-5.93,0.09
01/28/22 10:50:00AM,2.1,-5.37,125,110,2.1,1,1.908,4.356,0,0,0,97,-7.37,4.59
01/28/22 10:53:00AM,1.968,-3.62,183,60,2.076,1,1.848,4.356,0,0,0,56,-5.31,4.5
01/28/22 10:54:00AM,2.148,-3.18,202,178,2.184,1,1.872,4.356,0,0,0,113,-4.68,4.572
01/28/22 03:13:00PM,0,3.56,0,0,0,1,0,4.32,0,0,0,-216,-6.18,3.852
01/28/22 03:41:00PM,2.184,-4.87,105,162,2.136,1,1.932,4.392,0,0,0,60,-4.37,0.036
01/28/22 10:19:00PM,1.92,6.81,3,252,2.112,1,1.824,4.464,0,0,0,223,6.87,0.126
01/29/22 01:29:00AM,2.064,7.18,45,98,1.968,1,1.704,4.428,0,0,0,-128,7.25,0.018
01/29/22 09:02:00AM,2.016,-7.12,157,128,2.148,1,1.872,4.41,0,0,0,51,-8.37,4.554
01/29/22 10:35:00AM,0.252,-9.81,191,3,0.876,12,0.468,4.212,0,0,0,-148,-11.62,3.96
01/29/22 10:37:00AM,0.804,-9,212,127,1.224,17,0.492,4.32,0,0,0,-76,-10.12,3.78
01/29/22 10:40:00AM,0.54,-7.81,127,26,0.924,15,0.492,4.32,0,0,0,-145,-8.18,3.69
01/29/22 10:41:00AM,0.384,-7.43,173,12,0.936,17,0.612,4.32,0,0,0,-148,-7.68,3.726
01/29/22 12:14:00PM,0.456,-7.25,278,18,1.116,21,0.468,4.302,0,0,0,-138,-8.18,3.726
01/29/22 12:34:00PM,2.82,3.12,155,180,0.924,51,2.412,4.356,0,0,0,46,4.06,4.23
01/29/22 03:24:00PM,0.684,-6.62,156,41,1.044,22,0.564,4.266,0,0,0,-116,-8,3.762
01/29/22 03:30:00PM,1.236,-4.12,307,86,1.536,35,0.612,4.284,0,0,0,-77,-4.12,3.834
01/29/22 05:01:00PM,1.224,-5.87,176,61,1.128,27,0.528,4.248,0,0,0,-116,-7.06,3.744
01/29/22 06:34:00PM,0.624,-6.31,128,25,0.96,20,0.528,4.212,0,0,0,-162,-8.25,3.708
01/29/22 06:35:00PM,0.66,-6.06,166,22,1.068,16,0.468,4.23,0,0,0,-168,-7.75,3.708
01/29/22 06:37:00PM,1.14,-5.43,155,116,1.224,55,0.744,4.23,0,0,0,-35,-6.62,3.78
01/29/22 07:48:00PM,0,1.81,0,0,0,1,0,4.266,0,0,0,-207,-8,3.69
01/29/22 07:51:00PM,0,0.5,0,0,0,1,0,4.266,0,0,0,-206,-9.56,3.672
01/29/22 10:07:00PM,1.836,2.43,171,205,1.704,71,0.912,4.194,0,0,0,-58,3.31,3.924
01/29/22 11:38:00PM,1.536,0.18,142,190,2.136,53,0.9,4.14,0,0,0,-93,0.75,3.978
01/29/22 11:43:00PM,2.652,2.93,243,342,1.692,88,1.068,4.194,0,0,0,165,3.56,4.086
01/30/22 02:43:00AM,2.832,-5.56,167,362,0.096,21,2.904,4.158,0,0,0,236,-3.12,4.266
01/30/22 08:46:00AM,3.06,-0.01,-1,-1,3.06,-1,3.06,4.59,-0.01,-0.01,-1,-1,-0.01,4.59
01/30/22 08:53:00AM,1.164,-10.43,203,183,1.272,20,0.396,3.906,0,0,0,-37,-9.93,3.726
01/30/22 10:27:00AM,0.912,-11.25,227,105,1.524,86,0.972,3.906,0,0,0,-136,-11,3.6
01/30/22 10:29:00AM,0.84,-10.56,232,55,1.536,42,0.66,3.924,0,0,0,-120,-9.43,3.582
01/30/22 09:53:00PM,1.896,4.43,233,416,1.944,1,1.896,4.194,0,0,0,432,4.68,0.036
01/30/22 09:55:00PM,2.016,5.43,88,187,1.968,1,1.728,4.158,0,0,0,80,5.68,4.428
01/30/22 09:59:00PM,2.028,7.62,96,205,1.956,1,1.764,4.158,0,0,0,96,7.56,4.464
01/30/22 11:27:00PM,1.968,3.87,71,130,1.932,1,1.632,4.212,0,0,0,41,4.06,4.464
01/31/22 01:36:00AM,0,10,0,0,0,1,0,4.212,0,0,0,-55,7.81,4.32
01/31/22 02:33:00AM,2.184,-4.43,136,180,2.16,1,1.92,4.374,0,0,0,78,-1.37,4.59
01/31/22 10:14:00AM,2.736,-7.93,293,12,0.108,7,3.012,4.176,0,0,0,58,-8.18,4.284
01/31/22 10:15:00AM,0.564,-6.75,238,25,1.272,15,0.492,4.176,0,0,0,-83,-6.43,3.906
01/31/22 11:02:00AM,1.356,13.81,180,0,1.884,1,1.524,4.194,0,0,0,111,14.5,4.284
01/31/22 11:05:00AM,0.012,13,0,0,0.012,1,0,4.176,0,0,0,-55,12.68,4.158
01/31/22 11:06:00AM,0,12.5,0,0,0,1,0,4.176,0,0,0,-55,11.56,4.158
01/31/22 12:45:00PM,0,10.68,0,0,0,1,0,4.158,0,0,0,-55,7.68,4.14
01/31/22 03:00:00PM,0.792,-7.06,177,92,1.128,27,0.72,4.104,0,0,0,-148,-7.31,3.78
01/31/22 04:39:00PM,1.416,-8.37,152,172,1.524,58,0.804,4.032,0,0,0,-105,-7.06,3.816
