SNR, SatLat, SatLong, SatAlt, NORAD, ServerTime, Station
-2,55.1975078022535,4.214772778757001,560.3348329842884,46494,1654432479675,HA7BN_Vac
-2,51.47199912241918,5.9064063316776325,558.7003028364416,46494,1654432418770,HA7BN_Vac
-2,47.7280045033899,7.381396820965013,557.0587413455687,46494,1654432357884,HA7BN_Vac
-2,43.96917506328112,8.693156260261308,555.433154858566,46494,1654432296930,HA7BN_Vac
-2,40.26003859783297,9.86096777793134,553.8723533813445,46494,1654432236043,HA7BN_Vac
-2,36.47890009635389,10.951092769719994,552.3470902498584,46494,1654432175148,HA7BN_Vac
-2,32.68904133072806,11.96392872968955,550.906321991366,46494,1654432114201,HA7BN_Vac
-2,28.891736243633318,12.91543500346861,549.571677253286,46494,1654432053303,HA7BN_Vac
-2,63.75051785879102,22.871548153725296,563.9388140208903,46494,1654426876723,HA7BN_Vac
-2,60.09354381198709,25.43882518205321,562.4051858991415,46494,1654426815838,HA7BN_Vac
-2,56.40107794960418,27.54314721887658,560.8142566121678,46494,1654426754922,HA7BN_Vac
-2,52.682552753008046,29.32024797635382,559.1870463945734,46494,1654426693994,HA7BN_Vac
-2,49.00546421006098,30.835065765748237,557.5725654000553,46494,1654426633156,HA7BN_Vac
-2,45.25130418881522,32.19755607055966,555.9395291752862,46494,1654426572222,HA7BN_Vac
-2,41.484125829782016,33.423148185549884,554.3379936097836,46494,1654426511306,HA7BN_Vac
-2,33.91885809894409,35.578489069506546,551.3217510685654,46494,1654426389496,HA7BN_Vac
-14,34.759422061750925,2.400613372715982,568.4719102419031,46494,1654393690705,HA7BN_Vac
-14,38.52686056482158,3.4494333550773906,569.1184593572689,46494,1654393629782,HA7BN_Vac
-14,42.2858225666866,4.58549033782895,569.7662643046206,46494,1654393568903,HA7BN_Vac
-14,46.03464197820242,5.832797052046123,570.3967961739336,46494,1654393507968,HA7BN_Vac
-14,49.70997117872017,7.199659930046869,570.9821034037932,46494,1654393447129,HA7BN_Vac
-14,53.4313362013623,8.776066302558819,571.5236525737464,46494,1654393386187,HA7BN_Vac
-14,57.133034876250925,10.604878924200289,571.993699237395,46494,1654393325355,HA7BN_Vac
-14,60.808557839091314,12.781589355828771,572.3755893996131,46494,1654393264415,HA7BN_Vac
-14,29.757931054332843,25.050816576143323,567.6489761466528,46494,1654388026858,HA7BN_Vac
-14,33.53460849293493,26.011371312452614,568.2629422170585,46494,1654387965966,HA7BN_Vac
-14,37.242766585353095,27.018609940504085,568.8914341966283,46494,1654387905062,HA7BN_Vac
-14,41.004794562023996,28.12255300030083,569.537769222633,46494,1654387844174,HA7BN_Vac
-14,44.75729888600897,29.328762010728187,570.1732197083093,46494,1654387783272,HA7BN_Vac
-14,48.49828734905208,30.66645893512609,570.7791898548367,46494,1654387722388,HA7BN_Vac
-14,52.22504528470288,32.17588407419378,571.3372604484093,46494,1654387661458,HA7BN_Vac
-14,55.933735314503416,33.914106940470965,571.8295488184731,46494,1654387600589,HA7BN_Vac
-14,59.618678809644436,35.9647971559679,572.2390544190312,46494,1654387539651,HA7BN_Vac
-88,59.745296921781026,0.7547335683822372,561.5865901700099,46494,1654346382410,HA7BN_Vac
-3,46.71552043220998,-15.219490255980405,557.3887191439071,46494,1654524257839,Rockenhausen_DK5WT
-3,42.954018880035626,-13.944943071311243,555.768474916802,46494,1654524196934,Rockenhausen_DK5WT
-3,39.24282309061977,-12.805582544127365,554.2155992994276,46494,1654524136051,Rockenhausen_DK5WT
-3,55.39723226912893,5.082600250117971,561.1421087612443,46494,1654518654935,Rockenhausen_DK5WT
-3,51.73484533610973,6.76159354754245,559.5407002016264,46494,1654518594070,Rockenhausen_DK5WT
-3,47.9928140746961,8.249667264900157,557.9008967694708,46494,1654518533143,Rockenhausen_DK5WT
-3,44.2357331916804,9.571392983440495,556.2721192520958,46494,1654518472272,Rockenhausen_DK5WT
-3,40.46628115839761,10.765519691469885,554.6776007741864,46494,1654518411363,Rockenhausen_DK5WT
-3,36.68645575341737,11.860279108227605,553.140461876832,46494,1654518350463,Rockenhausen_DK5WT
-3,32.8978235752843,12.876782502714159,551.6833221271672,46494,1654518289560,Rockenhausen_DK5WT
-3,49.390920986742564,-15.895657234904604,571.0129807515459,46494,1654485369862,Rockenhausen_DK5WT
-3,53.11362222815984,-14.33752501736749,571.6121955637564,46494,1654485308917,Rockenhausen_DK5WT
-3,56.81704041014811,-12.533536829398457,572.1407142128119,46494,1654485247994,Rockenhausen_DK5WT
-3,64.07804030904879,-7.817611360847328,572.9144324605286,46494,1654485126213,Rockenhausen_DK5WT
-3,67.66998593548222,-4.501674430116514,573.1365200295622,46494,1654485065274,Rockenhausen_DK5WT
-3,29.373696970216006,1.986069160484155,567.3911761110912,46494,1654479949600,Rockenhausen_DK5WT
-3,33.15118203499369,2.940945301136257,568.0536627642396,46494,1654479888690,Rockenhausen_DK5WT
-3,36.92194554263368,3.95842559558244,568.7435965342338,46494,1654479827810,Rockenhausen_DK5WT
-3,40.684772306051414,5.054787702893591,569.4429327686476,46494,1654479766948,Rockenhausen_DK5WT
-3,44.37671816111549,6.230738935075378,570.1219163780033,46494,1654479706019,Rockenhausen_DK5WT
-3,48.11893192925473,7.553481238683771,570.7846060245711,46494,1654479645153,Rockenhausen_DK5WT
-3,51.84717895822461,9.043198495155696,571.4008741378057,46494,1654479584247,Rockenhausen_DK5WT
-3,55.55776153955775,10.754878141071995,571.9525373277447,46494,1654479523373,Rockenhausen_DK5WT
-3,59.24523791824497,12.768847108032517,572.4222645276586,46494,1654479462424,Rockenhausen_DK5WT
-3,62.901219390948846,15.206956026737315,572.7939094406765,46494,1654479401552,Rockenhausen_DK5WT
-3,66.51213591944327,18.26232227880178,573.0528247913671,46494,1654479340597,Rockenhausen_DK5WT
-2,50.25963530793228,-17.53008029854652,558.2126459352085,46494,1654438143437,Rockenhausen_DK5WT
-2,46.51053830511202,-16.113003780143035,556.5732060262262,46494,1654438082558,Rockenhausen_DK5WT
-2,42.74754420943715,-14.845477250299,554.957065946056,46494,1654438021631,Rockenhausen_DK5WT
-2,62.56897398579112,-0.16946389562159436,563.4942230529823,46494,1654432601426,Rockenhausen_DK5WT
-2,58.89921087626545,2.2286939526442278,561.9399435604491,46494,1654432540585,Rockenhausen_DK5WT
-2,51.47199912241918,5.9064063316776325,558.7003028364416,46494,1654432418770,Rockenhausen_DK5WT
-2,47.7280045033899,7.381396820965013,557.0587413455687,46494,1654432357884,Rockenhausen_DK5WT
-2,43.96917506328112,8.693156260261308,555.433154858566,46494,1654432296930,Rockenhausen_DK5WT
-2,40.26003859783297,9.86096777793134,553.8723533813445,46494,1654432236043,Rockenhausen_DK5WT
-2,36.47890009635389,10.951092769719994,552.3470902498584,46494,1654432175148,Rockenhausen_DK5WT
-2,32.68904133072806,11.96392872968955,550.906321991366,46494,1654432114201,Rockenhausen_DK5WT
-2,67.3565722475904,19.623674129863243,565.3955479590477,46494,1654426937612,Rockenhausen_DK5WT
-2,63.75051785879102,22.871548153725296,563.9388140208903,46494,1654426876723,Rockenhausen_DK5WT
-2,60.09354381198709,25.43882518205321,562.4051858991415,46494,1654426815838,Rockenhausen_DK5WT
-2,56.40107794960418,27.54314721887658,560.8142566121678,46494,1654426754922,Rockenhausen_DK5WT
-14,47.249157329200905,-17.668921011772838,570.6081343974292,46494,1654399232687,Rockenhausen_DK5WT
-14,50.98099877117814,-16.222278037547145,571.1901697152598,46494,1654399171794,Rockenhausen_DK5WT
-14,54.696211378331554,-14.5682881138544,571.7121617682824,46494,1654399110884,Rockenhausen_DK5WT
-14,58.38983980508793,-12.633623032615727,572.1567526781355,46494,1654399049991,Rockenhausen_DK5WT
-14,61.99454382856545,-10.350152781986093,572.5027729010762,46494,1654398989056,Rockenhausen_DK5WT
-14,65.6186216217746,-7.472039033750102,572.7471163505497,46494,1654398928162,Rockenhausen_DK5WT
-14,30.98482658367406,1.4208369486135743,567.8447253864324,46494,1654393751560,Rockenhausen_DK5WT
-14,34.759422061750925,2.400613372715982,568.4719102419031,46494,1654393690705,Rockenhausen_DK5WT
-14,38.52686056482158,3.4494333550773906,569.1184593572689,46494,1654393629782,Rockenhausen_DK5WT
-14,42.2858225666866,4.58549033782895,569.7662643046206,46494,1654393568903,Rockenhausen_DK5WT
-14,46.03464197820242,5.832797052046123,570.3967961739336,46494,1654393507968,Rockenhausen_DK5WT
-14,49.70997117872017,7.199659930046869,570.9821034037932,46494,1654393447129,Rockenhausen_DK5WT
-14,53.4313362013623,8.776066302558819,571.5236525737464,46494,1654393386187,Rockenhausen_DK5WT
-14,57.133034876250925,10.604878924200289,571.993699237395,46494,1654393325355,Rockenhausen_DK5WT
-14,60.808557839091314,12.781589355828771,572.3755893996131,46494,1654393264415,Rockenhausen_DK5WT
-14,64.44767530919619,15.453678009362834,572.6539862514874,46494,1654393203733,Rockenhausen_DK5WT
-14,68.03342164107919,18.859764349225394,572.8151706730268,46494,1654393142628,Rockenhausen_DK5WT
-3,50.46298297062886,-16.645728525285524,559.027681993125,46494,1654524318724,HB9CRE_2
-3,46.71552043220998,-15.219490255980405,557.3887191439071,46494,1654524257839,HB9CRE_2
-3,42.954018880035626,-13.944943071311243,555.768474916802,46494,1654524196934,HB9CRE_2
-3,39.24282309061977,-12.805582544127365,554.2155992994276,46494,1654524136051,HB9CRE_2
-3,35.46003652550355,-11.738221996708623,552.7010182652193,46494,1654524075138,HB9CRE_2
-3,59.0966799667864,3.0781443500621672,562.7365042090478,46494,1654518715872,HB9CRE_2
-3,55.39723226912893,5.082600250117971,561.1421087612443,46494,1654518654935,HB9CRE_2
-3,51.73484533610973,6.76159354754245,559.5407002016264,46494,1654518594070,HB9CRE_2
-3,47.9928140746961,8.249667264900157,557.9008967694708,46494,1654518533143,HB9CRE_2
-3,44.2357331916804,9.571392983440495,556.2721192520958,46494,1654518472272,HB9CRE_2
-3,40.46628115839761,10.765519691469885,554.6776007741864,46494,1654518411363,HB9CRE_2
-3,36.68645575341737,11.860279108227605,553.140461876832,46494,1654518350463,HB9CRE_2
-3,32.8978235752843,12.876782502714159,551.6833221271672,46494,1654518289560,HB9CRE_2
-3,41.90320864962754,-18.50492826901652,569.6748658454144,46494,1654485491590,HB9CRE_2
-3,45.65313965330125,-17.270252375746225,570.361015006988,46494,1654485430733,HB9CRE_2
-3,49.390920986742564,-15.895657234904604,571.0129807515459,46494,1654485369862,HB9CRE_2
-3,53.11362222815984,-14.33752501736749,571.6121955637564,46494,1654485308917,HB9CRE_2
-3,40.684772306051414,5.054787702893591,569.4429327686476,46494,1654479766948,HB9CRE_2
-3,44.37671816111549,6.230738935075378,570.1219163780033,46494,1654479706019,HB9CRE_2
-3,48.11893192925473,7.553481238683771,570.7846060245711,46494,1654479645153,HB9CRE_2
-3,51.84717895822461,9.043198495155696,571.4008741378057,46494,1654479584247,HB9CRE_2
-2,50.25963530793228,-17.53008029854652,558.2126459352085,46494,1654438143437,HB9CRE_2
-2,46.51053830511202,-16.113003780143035,556.5732060262262,46494,1654438082558,HB9CRE_2
-2,42.74754420943715,-14.845477250299,554.957065946056,46494,1654438021631,HB9CRE_2
-2,38.973033723294265,-13.69340299255036,553.3874677839603,46494,1654437960702,HB9CRE_2
-2,58.89921087626545,2.2286939526442278,561.9399435604491,46494,1654432540585,HB9CRE_2
-2,55.1975078022535,4.214772778757001,560.3348329842884,46494,1654432479675,HB9CRE_2
-2,51.47199912241918,5.9064063316776325,558.7003028364416,46494,1654432418770,HB9CRE_2
-2,47.7280045033899,7.381396820965013,557.0587413455687,46494,1654432357884,HB9CRE_2
-2,43.96917506328112,8.693156260261308,555.433154858566,46494,1654432296930,HB9CRE_2
-2,40.26003859783297,9.86096777793134,553.8723533813445,46494,1654432236043,HB9CRE_2
-14,43.504088213825874,-18.958816621218908,569.9841827904756,46494,1654399293596,HB9CRE_2
-14,47.249157329200905,-17.668921011772838,570.6081343974292,46494,1654399232687,HB9CRE_2
-14,34.759422061750925,2.400613372715982,568.4719102419031,46494,1654393690705,HB9CRE_2
-14,38.52686056482158,3.4494333550773906,569.1184593572689,46494,1654393629782,HB9CRE_2
-14,42.2858225666866,4.58549033782895,569.7662643046206,46494,1654393568903,HB9CRE_2
-14,46.03464197820242,5.832797052046123,570.3967961739336,46494,1654393507968,HB9CRE_2
-14,49.70997117872017,7.199659930046869,570.9821034037932,46494,1654393447129,HB9CRE_2
-14,53.4313362013623,8.776066302558819,571.5236525737464,46494,1654393386187,HB9CRE_2
-88,51.11542852982354,-18.845338876557104,557.8579092535201,46494,1654351985311,HB9CRE_2
-88,47.36912776881038,-17.387743720154226,556.2147691758082,46494,1654351924461,HB9CRE_2
-88,43.60827397971177,-16.08924912071738,554.5929604883013,46494,1654351863481,HB9CRE_2
-88,36.05247876090588,-13.83248816353156,551.506155684996,46494,1654351741670,HB9CRE_2
-88,59.745296921781026,0.7547335683822372,561.5865901700099,46494,1654346382410,HB9CRE_2
-88,56.04929638859045,2.823458882381704,559.9821705101722,46494,1654346321525,HB9CRE_2
-88,52.32790893597372,4.574899559638217,558.3466008692767,46494,1654346260586,HB9CRE_2
-88,48.586979315938805,6.094347893401274,556.7021160069689,46494,1654346199749,HB9CRE_2
-88,44.830482849840905,7.439880076281334,555.0716418765242,46494,1654346138807,HB9CRE_2
-88,41.061238332683565,8.652393056952112,553.47841222039,46494,1654346077938,HB9CRE_2
-88,33.554607926624016,10.773139799043843,550.5188225176225,46494,1654345956084,HB9CRE_2
-4,46.8021470766325,-18.79450539286148,570.3881179944565,46494,1654313067156,HB9CRE_2
-4,34.30704796624686,1.3159386932319566,568.4068513389366,46494,1654307525148,HB9CRE_2
-4,38.07543236039937,2.3556057173105547,569.00302896422,46494,1654307464243,HB9CRE_2
-4,41.835564685267485,3.480073708766811,569.6029133320953,46494,1654307403374,HB9CRE_2
-4,45.5858280395649,4.712544743594393,570.1882228531631,46494,1654307342478,HB9CRE_2
-4,49.32409453419046,6.084316368591374,570.7405683993875,46494,1654307281607,HB9CRE_2
-4,53.0474461734127,7.638759953773427,571.241814152495,46494,1654307220665,HB9CRE_2
-4,56.75171162287976,9.437817103453131,571.6744329464909,46494,1654307159758,HB9CRE_2
-1,51.31490773083976,-19.892378097217073,557.2316695540649,46494,1654265816787,HB9CRE_2
-1,47.568691892437286,-18.42478537925897,555.5942391530707,46494,1654265755867,HB9CRE_2
-1,43.80776900819842,-17.11867546790269,553.9801469849444,46494,1654265694954,HB9CRE_2
-1,40.09667210060186,-15.95518342297773,552.4378176865257,46494,1654265634079,HB9CRE_2
-1,59.94470371720063,-0.33230134419027074,560.9554232047449,46494,1654260213848,HB9CRE_2
-1,56.249524034955684,1.757137653531694,559.3521046811275,46494,1654260152969,HB9CRE_2
-1,52.58972899973686,3.4966263608651778,557.746600245102,46494,1654260092117,HB9CRE_2
-1,48.84924804385911,5.030437576874253,556.1072777435229,46494,1654260031195,HB9CRE_2
-1,45.09296488065556,6.386843522819408,554.4835929919454,46494,1654259970276,HB9CRE_2
-1,41.32376753717073,7.607739118043043,552.8987467125089,46494,1654259909412,HB9CRE_2
-12,39.146969413265786,1.7033981643726914,569.0760498356949,46494,1654221274990,HB9CRE_2
-12,42.8430937893397,2.8362205230147284,569.6162144491145,46494,1654221214135,HB9CRE_2
-12,50.32540223511814,5.518589070469852,570.6401683541781,46494,1654221092334,HB9CRE_2
-15,46.309130939996,-18.93376100403781,554.3491982648638,46494,1654179562477,HB9CRE_2
-15,58.71287779047534,-0.5533189430971776,559.7009063138985,46494,1654174020516,HB9CRE_2
-15,51.27853763677908,3.095990380812068,556.4575917183465,46494,1654173898731,HB9CRE_2
-15,47.53133958261549,4.562001357873235,554.8306938694759,46494,1654173837837,HB9CRE_2
-15,43.76946681752158,5.866897448599069,553.2307923809094,46494,1654173776952,HB9CRE_2
-5,43.507585882191385,-109.86616448864176,556.1815721466992,46494,1654547184578,thebaldgeek_433
-5,39.73622907311199,-108.6932542518123,554.5930220248465,46494,1654547123645,thebaldgeek_433
-5,35.954827048631174,-107.61514235028778,553.0652700539094,46494,1654547062757,thebaldgeek_433
-5,32.16488065435527,-106.61181802056792,551.6208089475258,46494,1654547001852,thebaldgeek_433
-5,28.367628435260343,-105.66788044622311,550.2811694383718,46494,1654546940950,thebaldgeek_433
-5,24.626543849184973,-104.78557725098447,549.0853500834082,46494,1654546880045,thebaldgeek_433
-5,20.817871667019034,-103.92584692706835,548.0117528982137,46494,1654546819144,thebaldgeek_433
-3,31.032553434198334,-141.2147721823185,567.5460776221798,46494,1654514391929,thebaldgeek_433
-3,34.7455219313677,-140.25070492472665,568.2321054117265,46494,1654514331018,thebaldgeek_433
-3,38.51319484358689,-139.20207152084834,568.9496867462722,46494,1654514270121,thebaldgeek_433
-3,42.27231738353632,-138.06628024232998,569.6692254213431,46494,1654514209227,thebaldgeek_433
-3,14.644736519307596,-121.0156157213269,565.2956631940833,46494,1654508910834,thebaldgeek_433
-3,18.43974009944586,-120.20331399986026,565.7165915098667,46494,1654508849940,thebaldgeek_433
-3,22.169269930206195,-119.37999342771158,566.21471649458,46494,1654508789027,thebaldgeek_433
-3,25.95689148255015,-118.51115952821516,566.7940926273013,46494,1654508728117,thebaldgeek_433
-3,29.739600268697224,-117.60178781935967,567.432562424272,46494,1654508667217,thebaldgeek_433
-3,33.51649654197509,-116.64145385507527,568.1140567999046,46494,1654508606307,thebaldgeek_433
-3,37.28654178837043,-115.61711786018583,568.8212799493476,46494,1654508545422,thebaldgeek_433
-3,41.0485052686798,-114.51209144112562,569.5360480387762,46494,1654508484511,thebaldgeek_433
-3,44.800850329986005,-113.30452253151326,570.2396390912136,46494,1654508423608,thebaldgeek_433
-2,37.2385116605525,-91.69507679066568,568.8105603050399,46494,1654502801009,thebaldgeek_433
-88,46.82538257170315,-135.90334519971293,556.9333508434765,46494,1654466811431,thebaldgeek_433
-88,43.06369777335229,-134.62480580756502,555.311012075329,46494,1654466750545,thebaldgeek_433
-88,39.290314817047616,-133.46416672574026,553.7322548765442,46494,1654466689621,thebaldgeek_433
-88,35.50708618776603,-132.3957010437373,552.2200963555861,46494,1654466628754,thebaldgeek_433
-88,31.715477674621884,-131.40002000507096,550.7969165754239,46494,1654466567831,thebaldgeek_433
-88,27.916710347148946,-130.46216247131116,549.4840752573664,46494,1654466506930,thebaldgeek_433
-88,24.174262602119427,-129.58461903816436,548.3197715383103,46494,1654466446293,thebaldgeek_433
-88,20.36432755333708,-128.72871240499964,547.2831759323535,46494,1654466385138,thebaldgeek_433
-10,50.4978477904741,-113.36871017026355,558.4978013578038,46494,1654461126004,thebaldgeek_433
-10,42.98794052877939,-110.664853918348,555.2347199938586,46494,1654461004311,thebaldgeek_433
-10,35.430837165122085,-108.43944802054867,552.1483963137935,46494,1654460882345,thebaldgeek_433
-10,31.63902724556479,-107.44505766115118,550.7284783829773,46494,1654460821420,thebaldgeek_433
-10,24.035060560957053,-105.61719661352527,548.2414067143354,46494,1654460699654,thebaldgeek_433
-2,31.22458790782118,-142.13254580978338,567.7263878576878,46494,1654428216586,thebaldgeek_433
-2,34.998921522447795,-141.14879141364054,568.3764687854955,46494,1654428155693,thebaldgeek_433
-2,38.765995501303806,-140.0949723884835,569.0453637315877,46494,1654428094811,thebaldgeek_433
-2,42.52447411618562,-138.9525833743718,569.714828440764,46494,1654428033884,thebaldgeek_433
-2,46.27266072788542,-137.6971644922171,570.3662186408465,46494,1654427972981,thebaldgeek_433
-2,26.21190724915822,-119.41723134971627,567.0858946844455,46494,1654422552793,thebaldgeek_433
-2,29.99401361247331,-118.50483922653179,567.6798145485363,46494,1654422491896,thebaldgeek_433
-2,37.47797531281092,-116.52903350343045,568.9628137608606,46494,1654422370085,thebaldgeek_433
-2,41.23941104608777,-115.41941566820644,569.6276905268251,46494,1654422309187,thebaldgeek_433
-2,48.7312951194367,-112.85888942576385,570.901861336718,46494,1654422187388,thebaldgeek_433
0,35.61953061601151,-133.3923156799557,551.5458850177374,46494,1654380458084,thebaldgeek_433
0,31.82736266823789,-132.39457954764057,550.1308239668979,46494,1654380397194,thebaldgeek_433
0,28.028013684291157,-131.45508297196696,548.828760419502,46494,1654380336288,thebaldgeek_433
0,24.222549118591942,-130.56192772758595,547.6596503908413,46494,1654380275392,thebaldgeek_433
0,20.411936167280288,-129.70551217722766,546.6416950993616,46494,1654380214491,thebaldgeek_433
0,16.597067030800748,-128.87790178684602,545.7910083161896,46494,1654380153606,thebaldgeek_433
-3,43.16435560131762,-111.68753210057989,554.5792387935899,46494,1654374835797,thebaldgeek_433
-3,39.39041020750299,-110.52394335813086,553.0045202573092,46494,1654374774886,thebaldgeek_433
-3,35.606577068611436,-109.45315785524849,551.4993322355167,46494,1654374713982,thebaldgeek_433
-3,31.876563345229936,-108.47148261692618,550.108362736365,46494,1654374653094,thebaldgeek_433
-3,20.461233658891725,-105.78076615366227,546.6191019803236,46494,1654374470381,thebaldgeek_433
-88,30.346459053338158,-143.31749760061405,567.7380189672594,46494,1654342058466,thebaldgeek_433
-88,34.122174355661535,-142.3478965910647,568.3318284181078,46494,1654341997558,thebaldgeek_433
-88,41.65154492165726,-140.19203707842894,569.5692381822464,46494,1654341875788,thebaldgeek_433
-88,40.36382531685259,-116.65059199939562,569.4202941787444,46494,1654336151063,thebaldgeek_433
-88,44.118108662522474,-115.46365406481017,570.0287849298711,46494,1654336090175,thebaldgeek_433
-88,47.86129077883846,-114.15086054345939,570.6111768507735,46494,1654336029244,thebaldgeek_433
-88,28.938659423449003,-95.79278554543008,567.6041746368865,46494,1654330591644,thebaldgeek_433
-88,32.716596027814106,-94.8443156748595,568.1772905537409,46494,1654330530767,thebaldgeek_433
-88,36.4880285290503,-93.83485900718951,568.7791150981993,46494,1654330469840,thebaldgeek_433
-3,-12.77726313488935,-49.1235836043696,546.4771924165543,46494,1654534793779,IndoorTech_Station
-3,-16.593960813974906,-48.31826180027682,547.2680276666588,46494,1654534732889,IndoorTech_Station
-3,-20.407125931642675,-47.490896008063686,548.2330131528233,46494,1654534671991,IndoorTech_Station
-3,-24.15351874651405,-46.64908456852974,549.338268609391,46494,1654534611090,IndoorTech_Station
-3,-27.957146295459864,-45.75696806249022,550.6043041816256,46494,1654534550188,IndoorTech_Station
-3,-31.75458103503624,-44.818770838398294,551.9953824645418,46494,1654534489292,IndoorTech_Station
-3,-35.35855431480978,-43.87322162657067,553.4155092896635,46494,1654534431592,IndoorTech_Station
-3,-39.32649715214566,-42.75367439253609,555.070080743274,46494,1654534367492,IndoorTech_Station
-11,-29.929268213101174,-58.67170269658603,568.3120137451087,46494,1654492392292,IndoorTech_Station
-11,-26.14770216335819,-57.760186499937745,567.5828762242927,46494,1654492331389,IndoorTech_Station
-11,-22.361084763113166,-56.88964874005045,566.9086906830225,46494,1654492270508,IndoorTech_Station
-11,-18.570231708512072,-56.05149054248448,566.3044710152035,46494,1654492209585,IndoorTech_Station
-3,-41.28148908756313,-37.8508285107981,570.7146569662409,46494,1654486831504,IndoorTech_Station
-3,-37.52125923734468,-36.74039673527874,569.923398896376,46494,1654486770599,IndoorTech_Station
-3,-33.75277940148061,-35.71177828784506,569.1338703531474,46494,1654486709697,IndoorTech_Station
-3,-29.977296666965604,-34.748033963640445,568.3646433584854,46494,1654486648848,IndoorTech_Station
-3,-26.195846424516684,-33.83594162895055,567.6334432052136,46494,1654486587891,IndoorTech_Station
-3,-22.40933239575359,-32.96494698398988,566.956812133234,46494,1654486526995,IndoorTech_Station
-2,-12.99837909142891,-50.0453243114771,546.1694375544257,46494,1654448618463,IndoorTech_Station
-2,-16.815259867603274,-49.23886020754764,547.0147383746089,46494,1654448557560,IndoorTech_Station
-2,-20.6285123230763,-48.40999333896786,548.0348783852432,46494,1654448496659,IndoorTech_Station
-2,-24.43729235796487,-47.55195492184191,549.2152666076918,46494,1654448435760,IndoorTech_Station
-2,-28.240706163598322,-46.656744119741546,550.5389822138159,46494,1654448374862,IndoorTech_Station
-2,-32.03779928363145,-45.7146642975706,551.9870782849666,46494,1654448313954,IndoorTech_Station
-2,-35.76544718451362,-44.73064963211665,553.5127507367879,46494,1654448253062,IndoorTech_Station
-2,-39.546692202056995,-43.656881473907035,555.1451822082845,46494,1654448192171,IndoorTech_Station
-2,-27.62507930041414,-59.07677219479686,568.5890696065862,46494,1654406183772,IndoorTech_Station
-2,-23.84111399001561,-58.1914905664529,567.8745525636987,46494,1654406122853,IndoorTech_Station
-2,-20.05258416279746,-57.341737063001005,567.221212721528,46494,1654406061962,IndoorTech_Station
-2,-16.322460107141627,-56.53311149534178,566.6518896641492,46494,1654406001092,IndoorTech_Station
-14,-39.66753632671933,-38.328647593042945,571.1358732534873,46494,1654400633483,IndoorTech_Station
-14,-35.90441128186647,-37.2559158893392,570.3361990833537,46494,1654400572562,IndoorTech_Station
-14,-32.133597287361766,-36.25714896354223,569.5430196185325,46494,1654400511659,IndoorTech_Station
-14,-28.356231339258343,-35.31716765574815,568.7746187388184,46494,1654400450768,IndoorTech_Station
-14,-24.573287478622344,-34.4240107836601,568.0483049813656,46494,1654400389856,IndoorTech_Station
-88,-12.138163765676442,-51.191018175107814,545.6441082663468,46494,1654362460338,IndoorTech_Station
-88,-15.95613023167236,-50.388721759530746,546.4923464207359,46494,1654362399436,IndoorTech_Station
-88,-19.77060225214041,-49.56541768349076,547.5198633282944,46494,1654362338529,IndoorTech_Station
-88,-23.58074107319523,-48.714563951630765,548.7124155808233,46494,1654362277631,IndoorTech_Station
